Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
GDP (current US$),NY.GDP.MKTP.CD,South Asia (IDA & IBRD),TSA,407187416126.755,630429061929.228,2274545488716.22,2300183795624.87,2360023451695.2,2584551170321.86,2700207657238.33,2926348779932.11,3348219136908.6,3436884615713.16,3596914996945.22,3351519770520.79
GDP (current US$),NY.GDP.MKTP.CD,Sub-Saharan Africa,SSF,333767952088.348,400670617745.589,1554802475477.04,1630356351771.74,1735880177198.15,1803680014727.28,1650982515526.5,1542336352205.24,1642690038817.98,1721887825085.79,1770043307715.18,1685631629892.34
GDP (current US$),NY.GDP.MKTP.CD,Sub-Saharan Africa (excluding high income),SSA,333400281117.655,400051876330.826,1553736832741.49,1629296447405.67,1734551914589.04,1802336897655.55,1649604920994.31,1540908583710.71,1641164325953.98,1720300618616.64,1768461055198.11,1684508652005.79
GDP (current US$),NY.GDP.MKTP.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,333767952088.348,400670617745.589,1554802475477.04,1630356351771.75,1735880177198.15,1803680014727.28,1650982515526.5,1542336352205.24,1642690038817.98,1721887825085.79,1770043307715.18,1685631629892.34
GDP (current US$),NY.GDP.MKTP.CD,Upper middle income,UMC,2708851974077.41,4414149856324.46,18164975702425,19500854499663.7,20915511439969.5,21671684473637.1,20346265616752,20244209535008.9,22410803467710.4,24117699534120.4,24525630281396.7,23630843227767.7
GDP (current US$),NY.GDP.MKTP.CD,World,WLD,18384594517292,33554785515668.4,73482418878128.8,75154427433901.9,77315491890114.6,79446770872680.2,75233025087096.8,76429054392645.2,81359536181832.3,86347154919771.9,87607919950618.1,84705567115370
"International tourism, number of arrivals",ST.INT.ARVL,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of arrivals",ST.INT.ARVL,Albania,ALB,..,317000,2932000,3514000,3256000,3673000,4131000,4736000,5118000,5927000,6406000,..
"International tourism, number of arrivals",ST.INT.ARVL,Algeria,DZA,..,866000,2395000,2634000,2733000,2301000,1710000,2039000,2451000,2657000,2371000,..
"International tourism, number of arrivals",ST.INT.ARVL,American Samoa,ASM,..,..,41299.9992370605,50200.0007629395,49299.9992370605,51599.9984741211,47099.9984741211,38299.9992370605,42299.9992370605,51799.9992370605,52700.0007629395,..
"International tourism, number of arrivals",ST.INT.ARVL,Andorra,AND,..,10991000,7983000,7900000,7676000,7797000,7850000,8025000,8152000,8328000,8235000,..
"International tourism, number of arrivals",ST.INT.ARVL,Angola,AGO,..,51000,481000,528000,650000,595000,592000,397000,261000,218000,218000,..
"International tourism, number of arrivals",ST.INT.ARVL,Antigua and Barbuda,ATG,..,634000,848000,819000,777000,771000,894000,874000,1040000,1064000,1035000,..
"International tourism, number of arrivals",ST.INT.ARVL,Argentina,ARG,..,2909000,6703000,6497000,6510000,7165000,6816000,6668000,6711000,6942000,7399000,..
"International tourism, number of arrivals",ST.INT.ARVL,Armenia,ARM,..,45000,758000,963000,1084000,1204000,1192000,1260000,1495000,1652000,1894000,..
"International tourism, number of arrivals",ST.INT.ARVL,Aruba,ABW,..,1211000,1469000,1481000,1667000,1739000,1832000,1758000,1863000,1897000,1951000,..
"International tourism, number of arrivals",ST.INT.ARVL,Australia,AUS,..,4931000,5771000,6032000,6482000,6922000,7449000,8269000,8815000,9246000,9466000,..
"International tourism, number of arrivals",ST.INT.ARVL,Austria,AUT,..,17982000,23012000,24151000,24813000,25291000,26728000,28121000,29460000,30816000,31884000,..
"International tourism, number of arrivals",ST.INT.ARVL,Azerbaijan,AZE,..,681000,2239000,2484000,2509000,2298000,2006000,2249000,2697000,2850000,3170000,..
"International tourism, number of arrivals",ST.INT.ARVL,"Bahamas, The",BHS,..,4204000,5588000,5940000,6151000,6320000,6112000,6265000,6136000,6622000,7250000,..
"International tourism, number of arrivals",ST.INT.ARVL,Bahrain,BHR,..,3869000,6732000,8062000,9163000,10452000,9670000,10158000,11374000,12045000,11061000,..
"International tourism, number of arrivals",ST.INT.ARVL,Bangladesh,BGD,..,199000,157000,160000,104000,134000,126000,182000,237000,267000,323000,..
"International tourism, number of arrivals",ST.INT.ARVL,Barbados,BRB,..,1078000,1187000,1053000,1079000,1079000,1179000,1227000,1345000,1356000,966000,..
"International tourism, number of arrivals",ST.INT.ARVL,Belarus,BLR,..,2030000,5877000,6130000,6242000,5375000,4386000,10935000,11060000,11502000,11832000,..
"International tourism, number of arrivals",ST.INT.ARVL,Belgium,BEL,..,6457000,7494000,7560000,7684000,7887000,8355000,7481000,8385000,9119000,9343000,..
"International tourism, number of arrivals",ST.INT.ARVL,Belize,BLZ,..,374000,1106000,1028000,1022000,1289000,1299000,1391000,1441000,1697000,1674000,..
"International tourism, number of arrivals",ST.INT.ARVL,Benin,BEN,..,1068000,222000,232000,252000,265000,279000,292000,307000,322000,337000,..
"International tourism, number of arrivals",ST.INT.ARVL,Bermuda,BMU,..,539000,652000,610000,576000,580000,597000,642000,688000,766000,805000,..
"International tourism, number of arrivals",ST.INT.ARVL,Bhutan,BTN,..,7599.99990463257,66000,105000,116000,133000,155000,210000,255000,274000,316000,..
"International tourism, number of arrivals",ST.INT.ARVL,Bolivia,BOL,..,319000,711000,798000,798000,871000,882000,961000,1109000,1142000,1239000,..
"International tourism, number of arrivals",ST.INT.ARVL,Bosnia and Herzegovina,BIH,..,171000,392000,439000,529000,536000,678000,778000,923000,1053000,1198000,..
"International tourism, number of arrivals",ST.INT.ARVL,Botswana,BWA,..,1306000,..,..,..,..,1660000,1712000,1775000,1830000,..,..
"International tourism, number of arrivals",ST.INT.ARVL,Brazil,BRA,..,5313000,5433000,5677000,5813000,6430000,6306000,6547000,6589000,6621000,6353000,..
"International tourism, number of arrivals",ST.INT.ARVL,British Virgin Islands,VGB,..,272000,338000,351000,366000,386000,393000,408000,335000,192000,302399.993896484,..
"International tourism, number of arrivals",ST.INT.ARVL,Brunei Darussalam,BRN,..,..,242000,209000,225000,201000,218000,219000,259000,278000,333000,..
"International tourism, number of arrivals",ST.INT.ARVL,Bulgaria,BGR,..,4922000,8713000,8867000,9192000,9409000,9317000,10604000,11596000,12368000,12552000,..
"International tourism, number of arrivals",ST.INT.ARVL,Burkina Faso,BFA,..,126000,238000,237000,218000,191000,163000,152000,143000,144000,143000,..
"International tourism, number of arrivals",ST.INT.ARVL,Burundi,BDI,..,29000,144000,147000,234000,235000,131000,187000,299000,..,..,..
"International tourism, number of arrivals",ST.INT.ARVL,Cabo Verde,CPV,..,115000,428000,482000,503000,494000,520000,598000,668000,710000,758000,..
"International tourism, number of arrivals",ST.INT.ARVL,Cambodia,KHM,..,466000,2882000,3584000,4210000,4503000,4775000,5012000,5602000,6201000,6611000,..
"International tourism, number of arrivals",ST.INT.ARVL,Cameroon,CMR,..,..,604000,817000,783000,822000,897000,994000,1081000,997000,..,..
"International tourism, number of arrivals",ST.INT.ARVL,Canada,CAN,..,48638000,25066000,25318000,25167000,25558000,27555000,30142000,31081000,31274000,32430000,..
"International tourism, number of arrivals",ST.INT.ARVL,Cayman Islands,CYM,..,1385000,1710000,1829000,1721000,1993000,2102000,2097000,2147000,2384000,2334000,..
"International tourism, number of arrivals",ST.INT.ARVL,Central African Republic,CAF,..,11199.9998092651,65400.0015258789,70800.0030517578,83500,95699.9969482422,120500,82000,107000,109000,..,..
"International tourism, number of arrivals",ST.INT.ARVL,Chad,TCD,..,43000,77000,86000,97000,119000,120000,98000,87000,..,..,..
"International tourism, number of arrivals",ST.INT.ARVL,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of arrivals",ST.INT.ARVL,Chile,CHL,..,..,3963000,4397000,4457000,4601000,5487000,6712000,7621000,6603000,5431000,..
"International tourism, number of arrivals",ST.INT.ARVL,China,CHN,..,83444000,135423000,132405000,129078000,128499000,133820000,141774000,153260000,158606000,162538000,..
"International tourism, number of arrivals",ST.INT.ARVL,Colombia,COL,..,707000,2356000,2434000,2595000,2866000,3371000,3675000,4056000,4398000,4529000,..
"International tourism, number of arrivals",ST.INT.ARVL,Comoros,COM,..,24000,18799.9992370605,22799.9992370605,21899.9996185303,22799.9992370605,23600.0003814697,26799.9992370605,28000,35900.0015258789,45099.9984741211,..
"International tourism, number of arrivals",ST.INT.ARVL,"Congo, Dem. Rep.",COD,..,103000,186000,167000,191000,334000,354000,351000,..,..,..,..
"International tourism, number of arrivals",ST.INT.ARVL,"Congo, Rep.",COG,..,..,224000,259000,345000,229000,224000,213000,151000,158000,..,..
"International tourism, number of arrivals",ST.INT.ARVL,Costa Rica,CRI,..,1278000,2526000,2542000,2641000,2760000,2899000,3204000,3231000,3313000,3366000,..
"International tourism, number of arrivals",ST.INT.ARVL,Cote d'Ivoire,CIV,..,..,270000,289000,380000,471000,1441000,1583000,1800000,1965000,2070000,..
"International tourism, number of arrivals",ST.INT.ARVL,Croatia,HRV,..,37226000,49969000,47185000,48345000,51168000,55858000,57587000,59238000,57668000,60021000,..
"International tourism, number of arrivals",ST.INT.ARVL,Cuba,CUB,..,1774000,2716000,2847000,2862000,3014000,3540000,4009000,4654000,4712000,4276000,..
"International tourism, number of arrivals",ST.INT.ARVL,Curacao,CUW,..,514000,837000,908000,1071000,1129000,1072000,944000,1058000,1210000,1293000,..
"International tourism, number of arrivals",ST.INT.ARVL,Cyprus,CYP,..,2912000,2626000,2635000,2626000,2558000,2780000,3286000,3750000,4024000,4117000,..
"International tourism, number of arrivals",ST.INT.ARVL,Czech Republic,CZE,..,..,22810000,25750000,26332000,27166000,29604000,32519000,34701000,36268000,..,..
"International tourism, number of arrivals",ST.INT.ARVL,Denmark,DNK,..,..,25811000,26402000,26516000,28070000,28209000,28692000,30736000,30801000,32903000,..
"International tourism, number of arrivals",ST.INT.ARVL,Djibouti,DJI,..,20100.0003814697,56000,60000,63000,..,..,..,..,..,..,..
"International tourism, number of arrivals",ST.INT.ARVL,Dominica,DMA,..,312000,418000,348000,311000,370000,358000,356000,230000,199000,322000,..
"International tourism, number of arrivals",ST.INT.ARVL,Dominican Republic,DOM,..,3161000,4654000,4901000,5114000,5576000,6129000,6769000,7296000,7551000,7550000,..
"International tourism, number of arrivals",ST.INT.ARVL,Ecuador,ECU,..,627000,1141000,1272000,1364000,1695000,1676000,1569000,1806000,2535000,2108000,..
"International tourism, number of arrivals",ST.INT.ARVL,"Egypt, Arab Rep.",EGY,..,5506000,9845000,11532000,9464000,9878000,9328000,5399000,8292000,11346000,13026000,..
"International tourism, number of arrivals",ST.INT.ARVL,El Salvador,SLV,..,867000,1634000,1738000,1822000,1886000,1973000,2052000,2247000,2536000,2639000,..
"International tourism, number of arrivals",ST.INT.ARVL,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of arrivals",ST.INT.ARVL,Eritrea,ERI,..,70000,107000,129000,141000,119000,114000,142000,..,..,..,..
"International tourism, number of arrivals",ST.INT.ARVL,Estonia,EST,..,3310000,4907000,5007000,5737000,5804000,5696000,5942000,6145000,6033000,6103000,..
"International tourism, number of arrivals",ST.INT.ARVL,Eswatini,SWZ,..,1151000,1328000,1278000,1299000,1325000,1256000,1279000,1343000,1277000,1226000,..
"International tourism, number of arrivals",ST.INT.ARVL,Ethiopia,ETH,..,136000,523000,597000,681000,770000,864000,871000,933000,849000,812000,..
"International tourism, number of arrivals",ST.INT.ARVL,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of arrivals",ST.INT.ARVL,Fiji,FJI,..,434000,734000,741000,769000,781000,869000,963000,1027000,1058000,969000,..
"International tourism, number of arrivals",ST.INT.ARVL,Finland,FIN,..,2714000,4192000,4226000,2797000,2731000,2622000,2789000,3180000,3224000,3290000,..
"International tourism, number of arrivals",ST.INT.ARVL,France,FRA,..,..,196595000,197522000,204410000,206599000,203302000,203042000,207274000,211998000,..,..
"International tourism, number of arrivals",ST.INT.ARVL,French Polynesia,PYF,..,..,196000,210000,214000,228000,239000,241000,254000,264000,300000,..
"International tourism, number of arrivals",ST.INT.ARVL,Gabon,GAB,..,230000,..,..,..,..,..,..,..,..,..,..
"International tourism, number of arrivals",ST.INT.ARVL,"Gambia, The",GMB,..,79000,106000,157000,171000,156000,449000,450000,522000,552000,619000,..
"International tourism, number of arrivals",ST.INT.ARVL,Georgia,GEO,..,387000,2712000,4106000,4954000,5004000,5256000,5393000,6483000,7203000,7726000,..
"International tourism, number of arrivals",ST.INT.ARVL,Germany,DEU,..,18983000,28374000,30411000,31545000,32999000,34970000,35555000,37452000,38881000,39563000,..
"International tourism, number of arrivals",ST.INT.ARVL,Ghana,GHA,..,399000,821000,903000,994000,825000,897000,..,..,..,..,..
"International tourism, number of arrivals",ST.INT.ARVL,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of arrivals",ST.INT.ARVL,Greece,GRC,..,13567000,..,..,20112000,24272000,26114000,28071000,30161000,33072000,34005000,..
"International tourism, number of arrivals",ST.INT.ARVL,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of arrivals",ST.INT.ARVL,Grenada,GRD,..,316000,447000,370000,327000,387000,437000,474000,468000,529000,526000,..
"International tourism, number of arrivals",ST.INT.ARVL,Guam,GUM,..,1287000,1160000,1308000,1334000,1343000,1409000,1536000,1545000,1549000,1667000,..
"International tourism, number of arrivals",ST.INT.ARVL,Guatemala,GTM,..,826000,1434000,1491000,1516000,1739000,1865000,1906000,2120000,2406000,2560000,..
"International tourism, number of arrivals",ST.INT.ARVL,Guinea,GIN,..,33000,131000,96000,56000,33000,35000,63000,99000,..,..,..
"International tourism, number of arrivals",ST.INT.ARVL,Guinea-Bissau,GNB,..,..,36700.0007629395,35400.0015258789,35500,36099.9984741211,43799.9992370605,45200.0007629395,49500,55000,52400.0015258789,..
"International tourism, number of arrivals",ST.INT.ARVL,Guyana,GUY,..,105000,157000,177000,200000,206000,207000,235000,247000,287000,315000,..
"International tourism, number of arrivals",ST.INT.ARVL,Haiti,HTI,..,445000,946000,959000,1064000,1127599.97558594,1190000,1153000,1262000,1333000,938000,..
"International tourism, number of arrivals",ST.INT.ARVL,Honduras,HND,..,689000,1852000,1903000,1857000,2082000,2093000,2228000,2144000,2323000,2315000,..
"International tourism, number of arrivals",ST.INT.ARVL,"Hong Kong SAR, China",HKG,..,13059000,41921000,48615000,54299000,60839000,59308000,56655000,58472000,65148000,55913000,..
"International tourism, number of arrivals",ST.INT.ARVL,Hungary,HUN,..,31141000,41304000,43565000,43611000,45984000,48345000,52890000,54962000,57667000,61397000,..
"International tourism, number of arrivals",ST.INT.ARVL,Iceland,ISL,..,328000,628000,765000,900000,1102000,1389000,1891000,2353000,2488000,2202000,..
"International tourism, number of arrivals",ST.INT.ARVL,India,IND,..,2649000,6309000,6578000,6968000,13107000,13284000,14570000,15543000,17423000,17914000,..
"International tourism, number of arrivals",ST.INT.ARVL,Indonesia,IDN,..,5064000,7650000,8044000,8802000,9435000,10407000,11519000,14040000,15810000,16107000,..
"International tourism, number of arrivals",ST.INT.ARVL,"Iran, Islamic Rep.",IRN,..,1342000,3354000,3834000,4769000,4968000,5237000,4942000,4867000,7295000,9107000,..
"International tourism, number of arrivals",ST.INT.ARVL,Iraq,IRQ,..,78000,1510000,1111000,892000,..,..,..,..,..,..,..
"International tourism, number of arrivals",ST.INT.ARVL,Ireland,IRL,..,6646000,7630000,7550000,8260000,8813000,9528000,10100000,10338000,10926000,10951000,..
"International tourism, number of arrivals",ST.INT.ARVL,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of arrivals",ST.INT.ARVL,Israel,ISR,..,2672000,3362000,3520000,3540000,3251000,3109000,3070000,3863000,4389000,4905000,..
"International tourism, number of arrivals",ST.INT.ARVL,Italy,ITA,..,62702000,75866000,76293000,76762000,77694000,81068000,84925000,89931000,93228601.5625,95399000,..
"International tourism, number of arrivals",ST.INT.ARVL,Jamaica,JAM,..,2230000,3077000,3306000,3274000,3504000,3692000,3837000,4276000,4319000,4233000,..
"International tourism, number of arrivals",ST.INT.ARVL,Japan,JPN,..,4757000,6219000,8358000,10364000,13413000,19737000,24040000,28691000,31192000,31882000,..
"International tourism, number of arrivals",ST.INT.ARVL,Jordan,JOR,..,2700000,6813000,6314000,5389000,5327000,4809000,4236000,4565000,4922000,5361000,..
"International tourism, number of arrivals",ST.INT.ARVL,Kazakhstan,KAZ,..,1683000,5685000,6163000,6841000,6333000,6430000,6509000,7701000,8789000,8515000,..
"International tourism, number of arrivals",ST.INT.ARVL,Kenya,KEN,..,1037000,1823000,1711000,1520000,1350000,1181000,1340000,1449000,2025000,2049000,..
"International tourism, number of arrivals",ST.INT.ARVL,Kiribati,KIR,..,13399.9996185303,..,..,..,8300.00019073486,8199.99980926514,7599.99990463257,7500,9000,12000,..
"International tourism, number of arrivals",ST.INT.ARVL,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of arrivals",ST.INT.ARVL,"Korea, Rep.",KOR,..,5322000,9795000,11140000,12176000,14202000,13232000,17242000,13336000,15347000,17503000,..
"International tourism, number of arrivals",ST.INT.ARVL,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of arrivals",ST.INT.ARVL,Kuwait,KWT,..,1944000,5574000,5729000,6217000,6528000,6941000,7055000,7407000,8508000,8565000,..
"International tourism, number of arrivals",ST.INT.ARVL,Kyrgyz Republic,KGZ,..,173000,3025000,3393000,4134000,3791000,4000000,3853000,4568000,6947000,8508000,..
"International tourism, number of arrivals",ST.INT.ARVL,Lao PDR,LAO,..,737000,2724000,3330000,3779000,4159000,4684000,4239000,3869000,4186000,4791000,..
"International tourism, number of arrivals",ST.INT.ARVL,Latvia,LVA,..,1882000,5538000,5569000,5822000,6246000,6842000,6797000,7726000,7775000,8342000,..
"International tourism, number of arrivals",ST.INT.ARVL,Lebanon,LBN,..,742000,1655000,1366000,1274000,1355000,1518000,1688000,1857000,1964000,1936000,..
"International tourism, number of arrivals",ST.INT.ARVL,Lesotho,LSO,..,302000,398000,423000,433000,1079000,1082000,1196000,1137000,1173000,1142000,..
"International tourism, number of arrivals",ST.INT.ARVL,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of arrivals",ST.INT.ARVL,Libya,LBY,..,963000,..,..,..,..,..,..,..,..,..,..
"International tourism, number of arrivals",ST.INT.ARVL,Liechtenstein,LIE,..,61599.9984741211,67000,62400.0015258789,59599.9984741211,61299.9992370605,56700.0007629395,69099.9984741211,79300.0030517578,85300.0030517578,98099.9984741211,..
"International tourism, number of arrivals",ST.INT.ARVL,Lithuania,LTU,..,4092000,4504000,4979000,5264000,5217000,5048000,5322000,5590000,6115000,6150000,..
"International tourism, number of arrivals",ST.INT.ARVL,Luxembourg,LUX,..,852000,874000,950000,945000,1038000,1090000,1054000,1046000,1018000,1041000,..
"International tourism, number of arrivals",ST.INT.ARVL,"Macao SAR, China",MAC,..,9162000,28002000,28082000,29325000,31526000,30715000,30950000,32611000,35804000,39406000,..
"International tourism, number of arrivals",ST.INT.ARVL,Madagascar,MDG,..,..,..,..,..,..,282000,333000,285000,360000,486000,..
"International tourism, number of arrivals",ST.INT.ARVL,Malawi,MWI,..,228000,767000,770000,795000,819000,805000,849000,837000,871000,..,..
"International tourism, number of arrivals",ST.INT.ARVL,Malaysia,MYS,..,10222000,24714000,25033000,25715000,27437000,25721000,26757000,25948000,25832000,26101000,..
"International tourism, number of arrivals",ST.INT.ARVL,Maldives,MDV,..,467000,931000,958000,1125000,1205000,1234000,1286000,1390000,1484000,1703000,..
"International tourism, number of arrivals",ST.INT.ARVL,Mali,MLI,..,86000,160000,134000,142000,168000,159000,173000,193000,203000,217000,..
"International tourism, number of arrivals",ST.INT.ARVL,Malta,MLT,..,1387000,1916000,2007000,2013000,2162000,2383000,2592000,2944000,3232000,3519000,..
"International tourism, number of arrivals",ST.INT.ARVL,Marshall Islands,MHL,..,5199.99980926514,4599.99990463257,4599.99990463257,..,4900.00009536743,6300.00019073486,5400.00009536743,6000,6800.00019073486,6099.99990463257,..
"International tourism, number of arrivals",ST.INT.ARVL,Mauritania,MRT,..,30000,..,..,..,..,..,..,..,..,..,..
"International tourism, number of arrivals",ST.INT.ARVL,Mauritius,MUS,..,678000,983000,984000,1015000,1065000,1174000,1307000,1371000,1431000,1418000,..
"International tourism, number of arrivals",ST.INT.ARVL,Mexico,MEX,..,105673000,75732000,76749000,78100000,81042000,87129000,94853000,99349000,96497000,97406000,..
"International tourism, number of arrivals",ST.INT.ARVL,"Micronesia, Fed. Sts.",FSM,..,20500,35400.0015258789,38299.9992370605,42099.9984741211,35400.0015258789,31200.0007629395,29600.0003814697,..,19200.0007629395,18000,..
"International tourism, number of arrivals",ST.INT.ARVL,Moldova,MDA,..,18000,75000,89000,95599.9984741211,93900.0015258789,94400.0015258789,121000,145000,160000,174000,..
"International tourism, number of arrivals",ST.INT.ARVL,Monaco,MCO,..,300000,295000,292000,328000,329000,331000,336000,355000,347000,363000,..
"International tourism, number of arrivals",ST.INT.ARVL,Mongolia,MNG,..,158000,627000,624000,515000,506000,467000,471000,543000,598000,637000,..
"International tourism, number of arrivals",ST.INT.ARVL,Montenegro,MNE,..,..,1201000,1264000,1324000,1350000,1560000,1662000,1877000,2077000,2510000,..
"International tourism, number of arrivals",ST.INT.ARVL,Morocco,MAR,..,4458000,9784000,9830000,10349000,10507000,10542000,10677000,11540000,12489000,13109000,..
"International tourism, number of arrivals",ST.INT.ARVL,Mozambique,MOZ,..,..,2013000,2206000,1970000,1751000,1634000,1715000,1514000,2870000,2033000,..
"International tourism, number of arrivals",ST.INT.ARVL,Myanmar,MMR,..,416000,816000,1059000,2044000,3081000,4681000,2907000,3443000,3551000,4364000,..
"International tourism, number of arrivals",ST.INT.ARVL,Namibia,NAM,..,759000,1163000,1245000,1327000,1429000,1488000,1551000,1581000,1639000,1651000,..
"International tourism, number of arrivals",ST.INT.ARVL,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of arrivals",ST.INT.ARVL,Nepal,NPL,..,464000,736000,803000,798000,790000,539000,753000,940000,1173000,1197000,..
"International tourism, number of arrivals",ST.INT.ARVL,Netherlands,NLD,..,10003000,11300000,11680000,12783000,13925000,15007000,15828000,17924000,18780000,20129000,..
"International tourism, number of arrivals",ST.INT.ARVL,New Caledonia,NCL,..,161000,348000,390000,494000,529000,558000,625000,626000,576000,474000,..
"International tourism, number of arrivals",ST.INT.ARVL,New Zealand,NZL,..,1787000,2617000,2574000,2710000,2854000,3129000,3494000,3723000,3858000,3888000,..
"International tourism, number of arrivals",ST.INT.ARVL,Nicaragua,NIC,..,581000,1122000,1233000,1273000,1390000,1456000,1596000,1958000,1412000,1455000,..
"International tourism, number of arrivals",ST.INT.ARVL,Niger,NER,..,50000,82000,94000,123000,135000,135000,152000,164000,157000,192000,..
"International tourism, number of arrivals",ST.INT.ARVL,Nigeria,NGA,..,1492000,3765000,4673000,4038000,4803000,6017000,5265000,..,..,..,..
"International tourism, number of arrivals",ST.INT.ARVL,North Macedonia,MKD,..,224000,327000,351000,400000,425000,486000,510000,631000,707000,758000,..
"International tourism, number of arrivals",ST.INT.ARVL,Northern Mariana Islands,MNP,..,529000,341000,401000,439000,460000,479000,531000,660000,518000,487000,..
"International tourism, number of arrivals",ST.INT.ARVL,Norway,NOR,..,3104000,4963000,4538000,4778000,4855000,5361000,5960000,6252000,5688000,5879000,..
"International tourism, number of arrivals",ST.INT.ARVL,Oman,OMN,..,..,1393000,1714000,1923000,2225000,2634000,3207000,3178000,3242000,3506000,..
"International tourism, number of arrivals",ST.INT.ARVL,Pakistan,PAK,..,557000,1161000,966000,..,..,..,..,..,..,..,..
"International tourism, number of arrivals",ST.INT.ARVL,Palau,PLW,..,58000,111000,120000,108000,140000,162000,138000,123000,106000,94000,..
"International tourism, number of arrivals",ST.INT.ARVL,Panama,PAN,..,600000,2004000,2086000,2202000,2305000,2553000,2379000,2517000,2487000,2494000,..
"International tourism, number of arrivals",ST.INT.ARVL,Papua New Guinea,PNG,..,..,165000,175000,182000,191000,199000,198000,182000,195000,211000,..
"International tourism, number of arrivals",ST.INT.ARVL,Paraguay,PRY,..,3924000,3365000,3655000,3538000,3455000,4102000,4318000,4744000,4183000,4368000,..
"International tourism, number of arrivals",ST.INT.ARVL,Peru,PER,..,..,3299000,3642000,4010000,4062000,4381000,4718000,4992000,5384000,5275000,..
"International tourism, number of arrivals",ST.INT.ARVL,Philippines,PHL,..,1992000,3917000,4273000,4681000,4833000,5361000,5967000,6621000,7168000,8261000,..
"International tourism, number of arrivals",ST.INT.ARVL,Poland,POL,..,84515000,60745000,67390000,72310000,73750000,77743000,80476000,83804000,85946000,88515000,..
"International tourism, number of arrivals",ST.INT.ARVL,Portugal,PRT,..,12097000,7264000,7503000,9177000,10497000,11723000,13359000,15432000,16186000,17174000,..
"International tourism, number of arrivals",ST.INT.ARVL,Puerto Rico,PRI,..,4566000,4214000,4197000,4210000,4456000,5051000,5003000,4927000,4260000,4931000,..
"International tourism, number of arrivals",ST.INT.ARVL,Qatar,QAT,..,..,2057000,2324000,2612000,2839000,2941000,2938000,2256000,1819000,2136500,..
"International tourism, number of arrivals",ST.INT.ARVL,Romania,ROU,..,5264000,7611000,7937000,8019000,8442000,9331000,10223000,10926000,11720000,12815000,..
"International tourism, number of arrivals",ST.INT.ARVL,Russian Federation,RUS,..,21169000,24932000,28177000,30792000,32421000,33729000,24571000,24390000,24551000,24419000,..
"International tourism, number of arrivals",ST.INT.ARVL,Rwanda,RWA,..,..,908000,1061000,1122000,1220000,1298000,1377000,1570000,1711000,1634000,..
"International tourism, number of arrivals",ST.INT.ARVL,Samoa,WSM,..,..,128000,135000,125000,132000,139000,146000,158000,172000,181000,..
"International tourism, number of arrivals",ST.INT.ARVL,San Marino,SMR,..,3071000,2038000,1869000,1905000,2004000,1888000,2000000,1937000,1874000,1904000,..
"International tourism, number of arrivals",ST.INT.ARVL,Sao Tome and Principe,STP,..,7099.99990463257,12199.9998092651,..,..,..,25600.0003814697,28899.9996185303,28899.9996185303,33400.0015258789,..,..
"International tourism, number of arrivals",ST.INT.ARVL,Saudi Arabia,SAU,..,..,15776000,19847000,19934000,23010000,21834000,20887000,18607000,17570000,20292000,..
"International tourism, number of arrivals",ST.INT.ARVL,Senegal,SEN,..,..,977000,967000,1069000,976000,1014000,1219000,1376000,..,..,..
"International tourism, number of arrivals",ST.INT.ARVL,Serbia,SRB,..,..,764000,810000,922000,1029000,1132000,1281000,1497000,1711000,1847000,..
"International tourism, number of arrivals",ST.INT.ARVL,Seychelles,SYC,..,140000,210000,216000,237000,239000,296000,333000,382000,405000,428000,..
"International tourism, number of arrivals",ST.INT.ARVL,Sierra Leone,SLE,..,..,..,75000,95000,53000,31000,60000,59000,66000,71000,..
"International tourism, number of arrivals",ST.INT.ARVL,Singapore,SGP,..,7691000,13171000,14496000,15568000,15095000,15231500,16403000,17425000,18508000,19116000,..
"International tourism, number of arrivals",ST.INT.ARVL,Sint Maarten (Dutch part),SXM,..,1300000,2080000,2210000,2253000,2502000,2407000,2197000,1640000,1775000,1952000,..
"International tourism, number of arrivals",ST.INT.ARVL,Slovak Republic,SVK,..,..,..,..,12583000,11556000,14936000,17376000,15406000,..,..,..
"International tourism, number of arrivals",ST.INT.ARVL,Slovenia,SVN,..,1090000,2236000,2377000,2502000,2675000,3022000,3397000,3991000,4425000,4702000,..
