NodeName,OAGName,Name,City,density,R0,p_outbreak_from_one
ABJ,Abidjan Cote d'Ivoire,Felix Houphouet Boigny Airport,Abidjan,8679.649775,1.932367837075278,0.4825001840676757
PAP,Pt. Au Prince Haiti,Mais Gate Airport,Port Au Prince,8461.374733333334,1.8837728267826037,0.4691504273856878
FNA,Freetown Sierra Leone,Lungi International Airport,Freetown,8187.298822222223,1.8227547570128229,0.4513798435293481
LXR,LUXOR INTERNATIONAL EGYPT,Luxor Airport,Luxor,8117.27799635,1.8071658801170458,0.4466473659101884
HRB,Harbin China,Harbin Airport,Harbin,7999.275517142858,1.7808947515086309,0.4384845038411841
CMN,Casablanca(Mohammed V.) Morocco,Mohamed V Airport,Casablanca,7981.28515,1.7768895199906305,0.4372188091889512
HAN,Hanoi Vietnam,Noi Bai International Airport,Hanoi,7961.516379310344,1.7724883589242892,0.4358214004819231
MLE,Male Maldives,Male International Airport,Male,7958.92982857143,1.77191250994577,0.43563804962886943
CGP,Chittagong Bangladesh,Patenga Airport,Chittagong,7878.597000000001,1.7540278512075995,0.429883625102345
BDO,Bandung Indonesia,Husein Sastranegara Airport,Bandung,7861.571827586206,1.7502375029278987,0.4286489700242727
HGH,Hangzhou China,Hangzhou Airport,Hangzhou,7831.345255172414,1.7435081004898332,0.4264437316241587
WIL,Nairobi(Wilson) Kenya,Wilson Airport,Nairobi,7816.6054758620685,1.7402265538602746,0.42536217610187577
NBO,Nairobi(Intl) Kenya,Jomo Kenyatta International Airport,Nairobi,7816.6054758620685,1.7402265538602746,0.42536217610187577
LYP,Faisalabad Pakistan,Faisalabad Airport,Faisalabad,7763.789172413794,1.7284679542966588,0.421452970814888
CKG,Chongqing China,Chongqing Airport,Chongqing,7436.834348275862,1.655677346067222,0.39601758617080274
DOH,Doha(Intl) Qatar,Doha Airport,Doha,7327.761801481481,1.631394306221487,0.3870274058292352
HFE,Hefei China,Hefei Airport,Hefei,7322.109324137931,1.6301358838540394,0.38655420698073606
SDU,Rio De Janeiro(Dumont) RJ Brazil,Santos Dumont Airport,Rio De Janeiro,7296.7768750000005,1.6244960698963982,0.3844244879805866
GIG,Rio De Janeiro(Intl) RJ Brazil,Galeao Antonio Carlos Jobim International Airport,Rio De Janeiro,7296.7768750000005,1.6244960698963982,0.3844244879805866
KAN,Kano Nigeria,Aminu Kano International Airport,Kano,7222.367427586207,1.6079301453851227,0.3780824354403248
BKO,Bamako Mali,Bamako Airport,Bamako,7195.067282758621,1.601852259389737,0.37572270217918013
RGN,Yangon Myanmar,Mingaladon Airport,Yangon,6985.598524137932,1.555217809553228,0.3570032481255645
CMB,Colombo(Bandaranaike) Sri Lanka,Bandaranayake International Airport,Colombo,6966.9915,1.551075290451664,0.3552859708642474
DAM,Damascus Syria,Damascus International Airport,Damascus,6876.655720689656,1.530963654728846,0.3468166295710572
USN,Ulsan Rep. of Korea,Ulsan Airport,Ulsan,6808.73504137931,1.5158423376741361,0.3403007851500107
PUS,Busan Rep. of Korea,Gimhae International Airport,Busan,6808.73504137931,1.5158423376741361,0.3403007851500107
REC,Recife PE Brazil,Guararapes International Airport,Recife,6780.019884999999,1.5094494248190817,0.3375067865424791
MTY,Monterrey Mexico,Gen Mariano Escobedo Airport,Monterrey,6772.375423172413,1.5077475229508839,0.33675898333239984
MJM,Mbuji-Mayi D.R. of Congo (Zaire),Mbuji Mayi Airport,Mbuji Mayi,6767.774044827586,1.5067231088615771,0.33630804882553234
CSX,Changsha China,Changsha Airport,Changsha,6612.428137931035,1.4721381380517167,0.3207159205022445
JHB,Johor Bahru Malaysia,Sultan Ismail International Airport,Johor Bharu,6546.78709724138,1.4575243415151118,0.31390511189645753
BTH,Batam(Hang Nadim) Indonesia,Hang Nadim Airport,Batam,6546.78709724138,1.4575243415151118,0.31390511189645753
SIN,Singapore(Changi),Changi Airport,Singapore,6546.78709724138,1.4575243415151118,0.31390511189645753
NSI,Yaounde(Nsimalon) Cameroon,Nsimalen Airport,Yaounde,6534.9188893103465,1.4548820985808741,0.312659080089429
TYN,Taiyuan China,Taiyuan Airport,Taiyuan,6428.4101980000005,1.4311698550235479,0.30127091729196154
WNZ,Wenzhou China,Wenzhou Airport,Wenzhou,6348.364534482758,1.4133491284173216,0.29246073748260126
URC,Urumqi China,Urumqi Airport,Urumqi,6279.222144571428,1.3979558194812851,0.2846698114028722
CGQ,Changchun China,Changchun Airport,Changchun,6255.478476000001,1.3926697189275794,0.281954661317655
KHN,Nanchang China,Nanchang Airport,Nanchang,6239.680313793102,1.3891525423910975,0.28013665203481797
RBA,Rabat Morocco,Sale Airport,Rabat,6216.851257142856,1.3840700637237249,0.27749322363812745
DLC,Dalian China,Dalian Airport,Dalian,6149.140303125,1.368995438231501,0.26953737603989214
LED,St. Petersburg(Pulkovo) Russian Fed.,Pulkovo Airport,Saint Petersburg,6136.777171153847,1.3662430093656057,0.26806578833707273
KBL,Kabul Afghanistan,Khwaja Rawash Airport,Kabul,6113.800506896551,1.3611276685206375,0.265315059617541
TLV,Tel Aviv(Ben Gurion) Israel,Ben Gurion International Airport,Tel Aviv-Yafo,6099.587305882354,1.3579633550732415,0.26360310367427764
ATH,Athens (Intl) Greece,Eleftherios Venizelos International Airport,Athens,6042.156773529411,1.3451774804744085,0.2566036716230735
FOC,Fuzhou China,Fuzhou Airport,Fuzhou,6006.349323448277,1.337205596048408,0.2521718403249943
CPT,Cape Town(Intl) South Africa,Cape Town International Airport,Cape Town,5933.451510344828,1.320976209715337,0.24298409566702617
KMS,Kumasi Ghana,Kumasi Airport,Kumasi,5910.335989655173,1.315829954984346,0.24002338127961476
TNN,Tainan Chinese Taipei,Tainan Airport,Tainan,5643.653240000001,1.256457839577022,0.20411177478374987
PIF,Pingtung Chinese Taipei,Pingtung Airport,Pingtung,5643.653240000001,1.256457839577022,0.20411177478374987
KHH,Kaohsiung Chinese Taipei,Kaohsiung International Airport,Kaohsiung,5643.653240000001,1.256457839577022,0.20411177478374987
BGW,Baghdad Iraq,Al Muthana Airport,Baghdad,5636.549872413794,1.2548764026049861,0.20310876997598382
GYD,Baku (Heydar Aliyev) Azerbaijan,Heydar Aliyev International Airport,Baku,5595.365553333334,1.245707455049965,0.19724330464098383
VTZ,Vishakhapatnam India,Vishakhapatnam Airport,Vishakhapatnam,5568.723176470588,1.239776009255793,0.19340268521547266
SJW,Shijiazhuang China,Daguocun Airport,Shijiazhuang,5553.441485714286,1.2363738157941784,0.19118312987107777
KMG,Kunming China,Kunming Airport,Kunming,5514.221137241379,1.2276421109544025,0.18543035378399264
NKM,Nagoya(Komaki) Japan,Nagoya/Komaki Airport,Nagoya,5415.2801724137935,1.2056146855215573,0.17054759533939068
NGO,Nagoya(Intl) Japan,Chubu Centrair International Airport,Nagoya,5415.2801724137935,1.2056146855215573,0.17054759533939068
JXA,Jixi Shi China,,Jixi,5403.393220000001,1.2029682694655295,0.1687228787470071
TNA,Jinan China,Jinan Airport,Jinan,5403.393220000001,1.2029682694655295,0.1687228787470071
VCP,Sao Paulo(Viracopos) SP Brazil,Viracopos Airport,Campinas,5341.448048275863,1.1891772916490508,0.15908249592179458
MBA,Mombasa Kenya,Moi International Airport,Mombasa,5304.095894117647,1.1808615066563535,0.1531606421556314
BOG,Bogota Colombia,Eldorado Airport,Bogota,5239.123,1.166396460931091,0.14265857836902462
MDW,Chicago(Midway) IL USA,Midway Airport,Chicago,5234.147944444445,1.1652888543349231,0.14184367568611134
ORD,Chicago(O'Hare) IL USA,OHare International Airport',Chicago,5234.147944444445,1.1652888543349231,0.14184367568611134
VIX,Vitoria ES Brazil,Eurico Sales Airport,Vitoria,5218.451700682353,1.1617943681062135,0.1392624827145159
SDQ,Santo Domingo Dominican Rep.,Las Americas Airport,Santo Domingo,5193.734231578947,1.1562914683870458,0.13516615201274695
ADD,Addis Ababa Ethiopia,Bole Airport,Addis Ababa,5169.456951724139,1.1508865688831245,0.13110463964276864
YYZ,Toronto(Pearson Intl) ON Canada,Pearson International Airport,Toronto,5166.244656666667,1.1501714091919888,0.13056437326805603
YTZ,Toronto(City Centre) ON Canada,Toronto City Centre Airport,Toronto,5166.244656666667,1.1501714091919888,0.13056437326805603
TNR,Antananarivo Madagascar,Antananarivo Airport,Antananarivo,5149.9033344827585,1.1465333078604787,0.1278055394081149
ADE,Aden Yemen,Aden International Airport,Aden,5137.80505,1.1438398425220953,0.1257517330441449
COO,Cotonou Benin,Cotonou Airport,Cotonou,5125.6793125,1.1411402652634246,0.12368353791358266
GDL,Guadalajara Mexico,Miguel Hidal Airport,Guadalajara,5110.802540344826,1.1378282196420728,0.12113271341207332
PAT,Patna India,Patna Airport,Patna,5100.187482758621,1.135464968082388,0.11930352048744042
HAK,Haikou China,Haikou Airport,Haikou,5082.495595652174,1.1315261877735174,0.11623786457149432
EOH,Medellin(Herrera) Colombia,Enrique Olaya Herrera Airport,Medellin,5066.658194827586,1.1280002754648835,0.1134753937999976
MDE,Medellin(Cordova) Colombia,Jose Maria Cordova,Medellin,5066.658194827586,1.1280002754648835,0.1134753937999976
VKG,Rachgia Vietnam,Rach Gia Airport,Rach Gia,5055.653755789474,1.1255503351316283,0.11154573119730415
PBC,Puebla Mexico,Huejotsingo Airport,Puebla,5055.302687241378,1.1254721760366722,0.11148403195405499
OIM,Oshima Japan,Oshima Airport,Oshima,5010.26288888889,1.1154448753988762,0.10349671054573073
UPG,Ujung Pandang Indonesia,Hasanudin Airport,Ujung Pandang,4981.209963636363,1.1089767643821575,0.09826785184527431
SDV,Tel Aviv-Yafo Sde Dov Israel,Sde-Dov Airport,Tel Aviv-Yafo,4967.686795652174,1.1059660743721436,0.09581313281449477
SWA,Shantou China,Shantou Airport,Shantou,4963.178862068965,1.104962464077526,0.0949918820682778
BBU,Bucharest(Baneasa) Romania,Baneasa Airport,Bucharest,4887.774073428571,1.0881749447527436,0.0810301185282104
SNA,Santa Ana(J.Wayne) CA USA,John Wayne Airport,Santa Ana,4850.962820689654,1.0799795817278417,0.0740565683657497
BUR,Burbank CA USA,Bob Hope Airport,Burbank,4850.962820689654,1.0799795817278417,0.0740565683657497
ONT,Ontario (Intl) CA USA,Ontario International Airport,Ontario,4850.962820689654,1.0799795817278417,0.0740565683657497
LGB,Long Beach CA USA,Long Beach Municipal Airport,Long Beach,4850.962820689654,1.0799795817278417,0.0740565683657497
LAX,Los Angeles(Intl) CA USA,Los Angeles International Airport,Los Angeles,4850.962820689654,1.0799795817278417,0.0740565683657497
CNF,Belo Horizonte (Tancredo Neves) Brazil,Tancredo Neves International Airport,Belo Horizonte,4846.338732413793,1.0789501116810425,0.07317308819592727
PLU,Belo Horizonte(Pamphula) MG Brazil,Pampulha Airport,Belo Horizonte,4846.338732413793,1.0789501116810425,0.07317308819592727
DVO,Davao Philippines,Mati Airport,Davao,4831.2465,1.0755900977101933,0.07027779250768107
ATQ,Amritsar India,Raja Sansi Airport,Amritsar,4808.875803448276,1.0706096646708287,0.0659527622446211
LHE,Lahore Pakistan,Lahore Airport,Lahore,4808.875803448276,1.0706096646708287,0.0659527622446211
MVD,Montevideo Uruguay,Carrasco Airport,Montevideo,4737.301409650001,1.0546749138318818,0.05184053694160129
PNH,Phnom Penh Cambodia,Pochentong Airport,Phnom Penh,4723.517758620689,1.0516062319591144,0.049073722074633785
NGB,Ningbo China,Ningbo Airport,Ningbo,4720.681862068965,1.050974870622208,0.04850246380489509
NNG,Nanning China,Nanning Airport,Nanning,4705.786345517242,1.0476586518982591,0.04549062980762497
KWE,Guiyang China,Guiyang Airport,Guiyang,4678.406837931035,1.041563097212754,0.03990454090009321
SCL,Santiago(Intl) Chile,Arturo Merino Benitez Airport,Santiago,4673.124388206897,1.0403870548363332,0.038819259282966256
QSR,Salerno Italy,,Salerno ,4593.7003789090895,1.0227047283557524,0.022200668214623187
NAP,Naples(Intl) Italy,Naples Airport,Naples,4593.7003789090895,1.0227047283557524,0.022200668214623187
ODS,Odessa International Ukraine,Odessa-Central Airport,Odessa,4574.753132727273,1.0184864649382184,0.018150918617597656
TAS,Tashkent(Vostochny) Uzbekistan,Yuzhny Airport,Tashkent,4529.6120200000005,1.0084366084779708,0.008366027578772806
MPM,Maputo Mozambique,Maputo International Airport,Maputo,4510.391188148148,1.0041574361340206,0.004140223419573208
MOB,Mobile AL USA,Mobile Regional Airport,Mobile,541.4065693380952,0.120534430361875,0.0
MOC,Montes Claros MG Brazil,Montes Claros Airport,Montes Claros,679.0456623793104,0.15117729769082272,0.0
PTY,Panama City(Intl) Panama,Tocumen International Airport,Panama City,4012.0066789473685,0.8932010933043776,0.0
POZ,Poznan Poland,Lawica Airport,Poznan,1021.5318935555555,0.22742569421856215,0.0
PPB,Presidente Prudente SP Brazil,A. De Barros Airport,Presidente Prudente,434.1312514482759,0.09665151119163544,0.0
PPK,Petropavlovsk Kazakhstan,Petropavlovsk Airport,Petropavlovsk,33.06725288888889,0.007361828829426871,0.0
PUB,Pueblo CO USA,Pueblo Memorial Airport,Pueblo,895.1126703235294,0.19928072900749672,0.0
PTG,Pietersburg South Africa,Polokwane Airport,Polokwane,591.6796350689656,0.13172682381181755,0.0
MLW,Monrovia(Sprigg-Payne) Liberia,Sprigg Payne Airport,Monrovia,3427.581033809523,0.7630892398193282,0.0
PTP,Pointe A Pitre Guadeloupe,Le Raizet Airport,Pointe A Pitre,519.701052,0.11570208750490586,0.0
MMK,Murmansk Russian Fed.,Murmansk Airport,Murmansk,585.6185616338028,0.13037743487702494,0.0
PPN,Popayan Colombia,Machangara Airport,Popayan,299.76891344827584,0.0667381544092833,0.0
MOD,Modesto CA USA,Modesto Municipal Airport,Modesto,771.092024942857,0.17166976399399997,0.0
PPS,Puerto Princesa Philippines,Puerto Princesa Airport,Puerto Princesa,1110.6618554347824,0.24726887638833625,0.0
MLX,Malatya Erhac Turkey,Malatya Airport,Malatya,221.16938399999998,0.049239383531157685,0.0
PRG,Prague Czech Rep.,Prague-Ruzyne Airport,Prague,1967.7578444444448,0.4380858753897156,0.0
MMX,Malmo Sweden,Sturup Airport,Malmo,3041.4755128205134,0.6771297933189242,0.0
PSE,Ponce Puerto Rico,Mercedita Airport,Ponce,1361.574445214286,0.30313004947434086,0.0
PSO,Pasto Colombia,Cano Airport,Pasto,159.6096993103448,0.035534227466288114,0.0
PSR,Pescara Italy,Liberi Airport,Pescara,1883.2910660000005,0.41928086710037965,0.0
PSS,Posadas MI Argentina,Posadas Airport,Posadas,276.1058551724138,0.06147000028734882,0.0
NMA,Namangan Uzbekistan,Namangan Airport,Namangan,525.0288857142858,0.11688823381007418,0.0
POG,Pt. Gentil Gabon,Port Gentil Airport,Port Gentil,22.81696,0.005079785565867851,0.0
MPL,Montpellier France,Mediterranee Airport,Montpellier,991.689522857143,0.22078182737893612,0.0
POP,Puerto Plata Dominican Rep.,La Union Airport,Puerto Plata,1413.6330537931035,0.3147199619095575,0.0
PLH,Plymouth England UK,Plymouth Airport,Plymouth,816.4139353488374,0.1817598718040612,0.0
PLM,Palembang Indonesia,Mahmud Badaruddin Ii Airport,Palembang,2383.4560155172417,0.5306335929284788,0.0
MSU,Maseru Lesotho,Moshoeshoe International Airport,Maseru,556.2052344482757,0.1238290868551505,0.0
PLW,Palu Indonesia,Mutiara Airport,Palu,471.6432148275862,0.10500287483173402,0.0
MST,Maastricht Aachen Airport,Maastricht/Aachen Airport,Maastricht,968.8570044444443,0.21569857801244566,0.0
MSR,Mus Turkey,Mus Airport,Mus,64.87622285714286,0.01444352360865515,0.0
MSQ,Minsk International Belarus,Minsk International 2 Airport,Minsk,3478.942769333334,0.7745240060086793,0.0
PLX,Semipalatinsk Kazakhstan,Semipalatinsk Airport,Semipalatinsk,7.5802635999999985,0.0016876092880363316,0.0
PLZ,Pt. Elizabeth South Africa,Port Elizabeth Airport,Port Elizabeth,2223.4889951304344,0.4950198143543045,0.0
MSP,Minneapolis/St. Paul(Intl) MN USA,Minneapolis-St. Paul International Airport,Minneapolis,1719.2845285714286,0.382767762745653,0.0
PMC,Puerto Montt Chile,Tepual Airport,Puerto Montt,139.9422177142857,0.031155616593996953,0.0
PMF,Milan (Parma) Italy,Parma Airport,Milan,655.455588,0.14592539212015204,0.0
PMI,Palma Mallorca Spain,Palma Mallorca Airport,Palma Mallorca,1102.6217424242425,0.24547888990377006,0.0
MSN,Madison(Dane County) WI USA,Dane County Regional Airport,Madison,832.0365774285716,0.185237971942614,0.0
PMO,Palermo Italy,Punta Raisi Airport,Palermo,1953.3079599,0.43486886861329455,0.0
PMW,Palmas TO Brazil,Palmas Airport,Palmas,457.2194423034482,0.10179168142676344,0.0
PNA,Pamplona Spain,Pamplona Airport,Pamplona,696.5177473714285,0.15506714301415142,0.0
MRS,Marseille France,Marseille Airport,Marseille,2766.055675757576,0.6158125226191472,0.0
PNK,Pontianak Indonesia,Supadio Airport,Pontianak,914.3560489655173,0.20356492098855378,0.0
MRQ,Marinduque Philippines,Marinduque Airport,Marinduque,1544.1149900000005,0.34376941705828395,0.0
PNR,Pointe Noire Congo,Pointe Noire Airport,Pointe Noire,838.6066289473683,0.18670067568895846,0.0
PNZ,Petrolina PE Brazil,Petrolina Internacional Airport,Petrolina,876.360102275862,0.19510580717340945,0.0
MRA,Misurata Libya,Misurata Airport,Misurata,57.482859375,0.01279752426869909,0.0
MQP,Nelspruit South Africa,Kruger Mpumalanga International Airport,Nelspruit,528.9045875482757,0.11775108908237641,0.0
