"Armenia","Ischaemic heart disease","26654 [21608–31338]","16946 [14155–19680]","9707 [7400–12128]","","","","911 [739–1071]","1232 [1029–1431]","626 [478–783]","684 [555–804]","1076 [899–1249]","384 [293–480]"
"Armenia","Stroke","6192 [4892–7736]","3249 [2630–3930]","2943 [2253–3909]","","","","212 [167–264]","236 [191–286]","190 [145–252]","160 [126–200]","205 [166–248]","125 [96–166]"
"Armenia","Chronic obstructive pulmonary disease","4174 [2320–6363]","2492 [1385–3800]","1681 [934–2563]","","","","143 [79–218]","181 [101–276]","109 [60–165]","101 [56–154]","152 [85–232]","65 [36–98]"
"Australia","Total","69729 [52280–89798]","41716 [31864–52670]","28012 [20103–38071]","","","","289 [217–372]","347 [265–438]","231 [166–314]","175 [131–226]","230 [175–290]","123 [88–167]"
"Australia","Lower respiratory infections","3754 [967–8253]","1855 [478–4079]","1899 [489–4174]","229 [59–502]","128 [33–281]","101 [26–221]","16 [4–34]","15 [4–34]","16 [4–34]","9 [2–21]","10 [3–23]","9 [2–19]"
"Australia","Trachea, bronchus, lung cancers","7986 [3253–15112]","4718 [1922–8929]","3268 [1331–6183]","","","","33 [13–63]","39 [16–74]","27 [11–51]","21 [9–40]","26 [10–48]","17 [7–32]"
"Australia","Cataracts","0 [0–0]","","0 [0–0]","","","","0 [0–0]","","0 [0–0]","0 [0–0]","","0 [0–0]"
"Australia","Ischaemic heart disease","33118 [23738–42910]","22308 [16599–28140]","10810 [6859–15412]","","","","137 [98–178]","186 [138–234]","89 [57–127]","86 [62–111]","128 [95–161]","46 [29–65]"
"Australia","Stroke","11005 [6327–22368]","5089 [3146–9163]","5916 [3126–13215]","","","","46 [26–93]","42 [26–76]","49 [26–109]","26 [15–53]","27 [17–48]","25 [13–56]"
"Australia","Chronic obstructive pulmonary disease","13867 [4206–27303]","7747 [2350–15253]","6120 [1856–12050]","","","","57 [17–113]","64 [20–127]","51 [15–100]","33 [10–64]","39 [12–77]","27 [8–53]"
"Austria","Total","55752 [44062–67992]","32283 [25889–38959]","23470 [17634–29655]","","","","640 [506–780]","756 [607–913]","528 [397–667]","311 [246–380]","420 [337–507]","214 [161–271]"
"Austria","Lower respiratory infections","1832 [662–3406]","948 [342–1763]","884 [319–1643]","15 [6–29]","8 [3–15]","7 [3–14]","21 [8–39]","22 [8–41]","20 [7–37]","10 [4–19]","12 [4–22]","9 [3–17]"
"Austria","Trachea, bronchus, lung cancers","7191 [3471–12042]","4388 [2118–7347]","2804 [1353–4695]","","","","83 [40–138]","103 [50–172]","63 [30–106]","46 [22–77]","59 [29–100]","35 [17–58]"
"Austria","Cataracts","0 [0–0]","","0 [0–0]","","","","0 [0–0]","","0 [0–0]","0 [0–0]","","0 [0–0]"
"Austria","Ischaemic heart disease","30788 [22342–39315]","18579 [14156–22683]","12209 [8011–16788]","","","","353 [256–451]","435 [332–531]","275 [180–378]","168 [122–214]","243 [185–297]","98 [64–135]"
"Austria","Stroke","7172 [4680–12027]","3358 [2322–5202]","3814 [2330–6942]","","","","82 [54–138]","79 [54–122]","86 [52–156]","40 [26–67]","43 [30–67]","37 [22–67]"
"Austria","Chronic obstructive pulmonary disease","8769 [3436–15516]","5010 [1963–8864]","3759 [1473–6651]","","","","101 [39–178]","117 [46–208]","85 [33–150]","48 [19–84]","62 [24–110]","36 [14–64]"
"Azerbaijan","Total","121450 [104196–139837]","73708 [63181–84849]","47742 [39954–55479]","","","","1249 [1071–1438]","1522 [1305–1752]","978 [818–1136]","1354 [1162–1560]","1781 [1526–2050]","997 [835–1159]"
"Azerbaijan","Lower respiratory infections","13943 [6923–22371]","7203 [3576–11557]","6740 [3347–10814]","9955 [4943–15972]","4836 [2401–7759]","5119 [2541–8212]","143 [71–230]","149 [74–239]","138 [69–221]","144 [71–230]","145 [72–233]","145 [72–232]"
"Azerbaijan","Trachea, bronchus, lung cancers","3757 [1985–5949]","3025 [1598–4789]","733 [387–1160]","","","","39 [20–61]","62 [33–99]","15 [8–24]","39 [20–61]","68 [36–107]","14 [7–22]"
"Azerbaijan","Cataracts","0 [0–0]","","0 [0–0]","","","","0 [0–0]","","0 [0–0]","0 [0–0]","","0 [0–0]"
"Azerbaijan","Ischaemic heart disease","77538 [62644–91359]","49462 [40323–58197]","28077 [22015–33839]","","","","797 [644–939]","1021 [833–1202]","575 [451–693]","873 [705–1028]","1211 [987–1425]","587 [460–707]"
"Azerbaijan","Stroke","19691 [14991–24726]","10380 [7915–12961]","9311 [7095–12058]","","","","202 [154–254]","214 [163–268]","191 [145–247]","224 [171–282]","262 [200–327]","193 [147–249]"
"Azerbaijan","Chronic obstructive pulmonary disease","6520 [3092–10796]","3638 [1725–6024]","2882 [1367–4771]","","","","67 [32–111]","75 [36–124]","59 [28–98]","75 [36–125]","96 [45–158]","59 [28–98]"
"Bahamas","Total","2136 [1823–2492]","1317 [1124–1527]","819 [688–969]","","","","546 [466–637]","688 [587–797]","410 [345–485]","500 [426–583]","672 [574–780]","351 [295–415]"
"Bahamas","Lower respiratory infections","394 [188–640]","223 [106–362]","171 [82–278]","124 [59–202]","65 [31–105]","60 [29–97]","101 [48–164]","116 [56–189]","86 [41–139]","104 [49–168]","124 [59–201]","86 [41–139]"
"Bahamas","Trachea, bronchus, lung cancers","117 [61–186]","83 [43–133]","33 [17–53]","","","","30 [16–48]","43 [23–69]","17 [9–27]","26 [14–42]","41 [22–66]","14 [7–22]"
"Bahamas","Cataracts","0 [0–0]","","0 [0–0]","","","","0 [0–0]","","0 [0–0]","0 [0–0]","","0 [0–0]"
"Bahamas","Ischaemic heart disease","1046 [846–1236]","683 [552–813]","364 [288–434]","","","","267 [216–316]","356 [288–425]","182 [144–217]","237 [192–280]","339 [274–404]","149 [118–177]"
"Bahamas","Stroke","467 [355–596]","254 [195–317]","213 [159–281]","","","","119 [91–152]","133 [102–165]","107 [80–141]","107 [81–136]","129 [99–160]","87 [65–115]"
"Bahamas","Chronic obstructive pulmonary disease","112 [50–187]","74 [33–124]","38 [17–63]","","","","29 [13–48]","39 [17–65]","19 [9–31]","26 [12–43]","39 [18–66]","16 [7–26]"
"Bahrain","Total","6963 [6294–7653]","4800 [4345–5305]","2163 [1965–2383]","","","","489 [442–537]","542 [491–599]","401 [364–441]","873 [789–959]","976 [883–1078]","728 [661–802]"
"Bahrain","Lower respiratory infections","879 [701–1063]","530 [423–641]","349 [278–422]","111 [88–134]","54 [43–66]","56 [45–68]","62 [49–75]","60 [48–72]","65 [52–78]","103 [82–125]","109 [87–131]","97 [77–117]"
"Bahrain","Trachea, bronchus, lung cancers","500 [341–655]","357 [243–468]","143 [97–187]","","","","35 [24–46]","40 [27–53]","26 [18–35]","83 [57–109]","108 [74–142]","53 [36–70]"
"Bahrain","Cataracts","0 [0–0]","","0 [0–0]","","","","0 [0–0]","","0 [0–0]","0 [0–0]","","0 [0–0]"
"Bahrain","Ischaemic heart disease","3941 [3437–4492]","2870 [2493–3294]","1072 [921–1225]","","","","277 [241–315]","324 [282–372]","199 [171–227]","473 [413–539]","532 [462–611]","379 [326–433]"
"Bahrain","Stroke","768 [672–874]","461 [401–524]","307 [264–355]","","","","54 [47–61]","52 [45–59]","57 [49–66]","93 [81–105]","88 [77–100]","98 [84–113]"
"Bahrain","Chronic obstructive pulmonary disease","875 [557–1230]","582 [371–819]","293 [186–412]","","","","61 [39–86]","66 [42–92]","54 [35–76]","121 [77–170]","139 [89–195]","100 [64–141]"
"Bangladesh","Total","2580528 [2301579–2872738]","1468872 [1312311–1634737]","1111656 [993735–1237688]","","","","1584 [1412–1763]","1787 [1597–1989]","1377 [1231–1533]","2087 [1861–2323]","2342 [2093–2607]","1826 [1633–2033]"
"Bangladesh","Lower respiratory infections","667387 [524847–814714]","358857 [282212–438075]","308531 [242635–376639]","533036 [419190–650704]","293796 [231047–358652]","239240 [188143–292052]","410 [322–500]","437 [343–533]","382 [300–466]","415 [326–507]","437 [344–534]","392 [309–479]"
"Bangladesh","Trachea, bronchus, lung cancers","90024 [59461–120870]","62532 [41303–83959]","27492 [18158–36911]","","","","55 [36–74]","76 [50–102]","34 [22–46]","77 [51–104]","111 [74–150]","42 [28–57]"
"Bangladesh","Cataracts","0 [0–0]","","0 [0–0]","","","","0 [0–0]","","0 [0–0]","0 [0–0]","","0 [0–0]"
"Bangladesh","Ischaemic heart disease","732725 [629646–839723]","460693 [395708–531481]","272032 [232538–312737]","","","","450 [386–515]","560 [481–647]","337 [288–387]","624 [536–715]","759 [652–876]","484 [414–556]"
"Bangladesh","Stroke","612177 [522831–703475]","317424 [271103–366275]","294753 [251829–340002]","","","","376 [321–432]","386 [330–446]","365 [312–421]","528 [451–606]","535 [457–617]","521 [445–600]"
"Bangladesh","Chronic obstructive pulmonary disease","478215 [292549–676948]","269366 [164786–381308]","208849 [127764–295641]","","","","293 [180–415]","328 [200–464]","259 [158–366]","443 [271–628]","500 [306–708]","387 [237–548]"
"Barbados","Total","2923 [2461–3475]","1666 [1404–1961]","1258 [1041–1504]","","","","1026 [864–1219]","1220 [1029–1437]","847 [701–1013]","638 [537–758]","848 [715–998]","462 [382–552]"
"Barbados","Lower respiratory infections","886 [507–1303]","482 [276–708]","404 [231–595]","19 [11–28]","10 [6–15]","9 [5–13]","311 [178–457]","353 [202–519]","272 [156–400]","197 [113–290]","254 [145–373]","150 [86–221]"
"Barbados","Trachea, bronchus, lung cancers","130 [71–199]","80 [44–122]","50 [27–77]","","","","46 [25–70]","59 [32–90]","34 [18–52]","29 [16–44]","40 [22–62]","19 [10–29]"
"Barbados","Cataracts","0 [0–0]","","0 [0–0]","","","","0 [0–0]","","0 [0–0]","0 [0–0]","","0 [0–0]"
"Barbados","Ischaemic heart disease","1005 [808–1198]","598 [487–709]","407 [311–499]","","","","353 [284–420]","438 [357–520]","274 [209–336]","219 [176–261]","302 [246–358]","149 [114–182]"
"Barbados","Stroke","704 [532–944]","383 [300–482]","321 [231–468]","","","","247 [187–331]","281 [220–353]","216 [156–315]","152 [115–204]","193 [151–243]","116 [84–170]"
"Barbados","Chronic obstructive pulmonary disease","198 [103–315]","123 [64–196]","75 [39–119]","","","","69 [36–111]","90 [47–144]","50 [26–80]","41 [21–65]","59 [31–94]","27 [14–43]"
"Belarus","Total","209999 [176930–241765]","130100 [110814–149285]","79899 [64492–95575]","","","","2215 [1866–2550]","2949 [2512–3384]","1576 [1272–1886]","1390 [1171–1600]","2258 [1923–2591]","767 [619–917]"
"Belarus","Lower respiratory infections","5060 [2588–8004]","3946 [2018–6241]","1114 [570–1763]","417 [213–660]","233 [119–369]","184 [94–291]","53 [27–84]","89 [46–141]","22 [11–35]","45 [23–71]","74 [38–118]","19 [10–31]"
"Belarus","Trachea, bronchus, lung cancers","9482 [5045–14929]","8391 [4464–13211]","1091 [581–1718]","","","","100 [53–157]","190 [101–299]","22 [11–34]","64 [34–100]","138 [73–217]","12 [7–19]"
"Belarus","Cataracts","0 [0–0]","","0 [0–0]","","","","0 [0–0]","","0 [0–0]","0 [0–0]","","0 [0–0]"
"Belarus","Ischaemic heart disease","151687 [120022–179675]","92937 [74712–109450]","58750 [44191–73607]","","","","1600 [1266–1895]","2107 [1694–2481]","1159 [872–1452]","992 [785–1175]","1615 [1299–1902]","542 [408–679]"
"Belarus","Stroke","35836 [27381–46251]","18809 [14345–23533]","17027 [12584–23896]","","","","378 [289–488]","426 [325–533]","336 [248–471]","238 [182–307]","325 [248–407]","175 [129–245]"
"Belarus","Chronic obstructive pulmonary disease","7933 [3817–13074]","6017 [2895–9916]","1916 [922–3158]","","","","84 [40–138]","136 [66–225]","38 [18–62]","51 [25–85]","105 [50–173]","19 [9–31]"
"Belgium","Total","75635 [59605–94603]","44810 [35323–55119]","30825 [23666–39090]","","","","666 [525–833]","801 [632–986]","534 [410–678]","339 [267–424]","458 [361–564]","233 [179–296]"
"Belgium","Lower respiratory infections","8882 [3310–16247]","4520 [1684–8267]","4362 [1626–7980]","148 [55–270]","85 [32–155]","63 [23–115]","78 [29–143]","81 [30–148]","76 [28–138]","35 [13–64]","43 [16–79]","28 [11–52]"
"Belgium","Trachea, bronchus, lung cancers","12007 [5861–20006]","8253 [4028–13750]","3754 [1833–6255]","","","","106 [52–176]","148 [72–246]","65 [32–108]","61 [30–102]","87 [42–145]","38 [19–64]"
"Belgium","Cataracts","0 [0–0]","","0 [0–0]","","","","0 [0–0]","","0 [0–0]","0 [0–0]","","0 [0–0]"
"Belgium","Ischaemic heart disease","27204 [20205–33824]","17176 [13372–20691]","10028 [6757–13461]","","","","240 [178–298]","307 [239–370]","174 [117–233]","125 [93–156]","183 [143–221]","71 [48–95]"
"Belgium","Stroke","10740 [6864–18308]","5107 [3565–7876]","5632 [3329–10450]","","","","95 [60–161]","91 [64–141]","98 [58–181]","47 [30–79]","52 [36–80]","42 [25–78]"
"Belgium","Chronic obstructive pulmonary disease","16802 [6683–29610]","9754 [3879–17189]","7048 [2803–12421]","","","","148 [59–261]","174 [69–307]","122 [49–215]","72 [29–127]","94 [37–165]","54 [22–96]"
"Belize","Total","2223 [1876–2614]","1404 [1190–1643]","819 [685–969]","","","","606 [511–712]","768 [651–899]","445 [372–526]","1023 [864–1203]","1293 [1096–1513]","752 [629–890]"
"Belize","Lower respiratory infections","562 [310–852]","329 [181–499]","233 [128–353]","146 [80–221]","74 [41–112]","72 [40–109]","153 [84–232]","180 [99–273]","127 [70–192]","224 [123–340]","265 [146–401]","183 [101–278]"
"Belize","Trachea, bronchus, lung cancers","124 [67–191]","96 [52–148]","28 [15–43]","","","","34 [18–52]","52 [28–81]","15 [8–23]","56 [30–86]","88 [48–136]","23 [13–36]"
"Belize","Cataracts","0 [0–0]","","0 [0–0]","","","","0 [0–0]","","0 [0–0]","0 [0–0]","","0 [0–0]"
"Belize","Ischaemic heart disease","949 [775–1119]","613 [496–723]","337 [274–397]","","","","259 [211–305]","335 [271–395]","183 [149–216]","456 [372–538]","581 [470–686]","330 [269–390]"
"Belize","Stroke","391 [305–485]","231 [178–286]","160 [125–201]","","","","107 [83–132]","126 [98–157]","87 [68–109]","188 [147–233]","220 [170–273]","156 [122–195]"
"Belize","Chronic obstructive pulmonary disease","197 [101–318]","136 [70–219]","61 [31–98]","","","","54 [27–87]","74 [38–120]","33 [17–53]","99 [51–160]","139 [71–225]","60 [30–96]"
"Benin","Total","257149 [198849–316914]","129732 [100727–159389]","127418 [98122–157110]","","","","2365 [1829–2915]","2393 [1858–2940]","2337 [1800–2882]","2640 [2042–3254]","2898 [2250–3560]","2422 [1865–2986]"
"Benin","Lower respiratory infections","194541 [140334–252753]","96757 [69797–125710]","97784 [70537–127044]","138223 [99708–179582]","65353 [47143–84908]","72870 [52565–94674]","1789 [1291–2325]","1785 [1288–2319]","1794 [1294–2330]","1468 [1059–1907]","1587 [1145–2062]","1376 [993–1788]"
"Benin","Trachea, bronchus, lung cancers","311 [189–448]","174 [106–251]","137 [83–197]","","","","3 [2–4]","3 [2–5]","3 [2–4]","6 [3–8]","7 [4–10]","5 [3–7]"
"Benin","Cataracts","0 [0–0]","","0 [0–0]","","","","0 [0–0]","","0 [0–0]","0 [0–0]","","0 [0–0]"
"Benin","Ischaemic heart disease","28372 [24172–32609]","16058 [13735–18426]","12314 [10380–14246]","","","","261 [222–300]","296 [253–340]","226 [190–261]","538 [458–618]","640 [547–734]","445 [375–515]"
"Benin","Stroke","23474 [19888–27320]","11386 [9587–13290]","12088 [10185–14043]","","","","216 [183–251]","210 [177–245]","222 [187–258]","425 [360–494]","432 [364–504]","414 [349–481]"
"Benin","Chronic obstructive pulmonary disease","10451 [5898–15647]","5356 [3023–8019]","5095 [2875–7628]","","","","96 [54–144]","99 [56–148]","93 [53–140]","204 [115–305]","232 [131–348]","182 [103–273]"
"Bhutan","Total","13306 [11745–15090]","7274 [6416–8212]","6032 [5307–6850]","","","","1668 [1472–1892]","1717 [1514–1938]","1613 [1419–1831]","2129 [1879–2414]","2131 [1880–2406]","2130 [1874–2418]"
"Bhutan","Lower respiratory infections","3035 [2227–3892]","1538 [1128–1972]","1498 [1099–1920]","1704 [1250–2185]","937 [688–1202]","767 [563–983]","380 [279–488]","363 [266–465]","400 [294–513]","421 [309–540]","406 [298–520]","442 [324–567]"
"Bhutan","Trachea, bronchus, lung cancers","234 [143–334]","112 [68–159]","122 [75–175]","","","","29 [18–42]","26 [16–38]","33 [20–47]","41 [25–59]","36 [22–51]","48 [29–68]"
"Bhutan","Cataracts","0 [0–0]","","0 [0–0]","","","","0 [0–0]","","0 [0–0]","0 [0–0]","","0 [0–0]"
"Bhutan","Ischaemic heart disease","5740 [4909–6613]","3377 [2883–3887]","2364 [2021–2718]","","","","720 [615–829]","797 [680–917]","632 [540–727]","911 [779–1050]","964 [823–1110]","847 [724–974]"
"Bhutan","Stroke","1845 [1564–2148]","918 [778–1068]","927 [783–1081]","","","","231 [196–269]","217 [184–252]","248 [209–289]","308 [261–358]","278 [235–323]","344 [291–402]"
"Bhutan","Chronic obstructive pulmonary disease","2452 [1392–3643]","1330 [755–1976]","1122 [637–1666]","","","","307 [175–457]","314 [178–466]","300 [170–446]","448 [254–665]","448 [255–666]","448 [254–666]"
"Bolivia (Plurinational State of)","Total","111560 [88813–135991]","63046 [50504–76553]","48514 [38686–59297]","","","","1025 [816–1249]","1156 [926–1404]","892 [712–1091]","1167 [929–1422]","1361 [1091–1653]","982 [783–1200]"
